ID,X,Y,Z,Gradient_X,Gradient_Y,Gradient_Z,Magnitude
1354,4,6,3,-451.864,-340.331,-341.498,660.778
1355,5,6,3,-100.786,-224.366,-39.1653,249.062
1356,6,6,3,247.318,75.0991,-8.97653,258.625
1357,7,6,3,487.341,453.162,-20.9075,665.803
1358,8,6,3,120.729,456.168,-95.309,481.403
1359,9,6,3,295.161,397.439,59.0879,498.567
1360,10,6,3,-101.117,1292.11,270.477,1323.98
1361,11,6,3,-398.188,114.205,567.021,702.218
1362,12,6,3,419.24,166.737,-636.144,779.899
1363,13,6,3,-218.196,654.477,-170.758,710.71
1364,14,6,3,-689.659,211.801,233.127,758.181
1365,15,6,3,476.628,374.219,-249.219,655.228
1366,16,6,3,1487.31,893.775,-1403.68,2231.87
1367,17,6,3,702.289,1663.64,-689.318,1932.89
1368,18,6,3,-641.284,994.87,1157.53,1655.56
1369,19,6,3,-820.497,-212.645,-11.6297,847.684
1370,20,6,3,308.205,139.968,-289.515,445.422
1371,21,6,3,451.439,179.929,5.14592,486.002
1372,22,6,3,240.835,-58.7736,178.809,305.661
1373,23,6,3,-304.972,-980.098,49.3901,1027.64
1374,24,6,3,-1461.72,-1472.12,2.32809,2074.55
1375,0,7,3,-236.174,-356.394,-35.7401,429.036
1376,1,7,3,232.047,-183.276,530.784,607.592
1377,2,7,3,259.127,-421.107,273.666,565.129
1378,3,7,3,-487.96,-437.225,-418.379,777.375
1379,4,7,3,-488.781,-122.331,-203.995,543.586
1380,5,7,3,-14.9729,7.29115,107.385,108.669
1381,6,7,3,529.714,9.61242,102.498,539.625
1382,7,7,3,788.516,-125.038,-18.5906,798.584
1383,8,7,3,353.075,-240.667,3.76179,427.314
1384,9,7,3,718.353,-60.4308,70.647,724.344
1385,10,7,3,-69.3117,194.75,-2.6134,206.733
1386,11,7,3,-902.363,301.758,5.16118,951.496
1387,12,7,3,61.7714,-89.5621,-184.436,214.135
1388,13,7,3,-232.773,-437.583,153.429,518.847
1389,14,7,3,-419.774,363.604,522.39,762.436
1390,15,7,3,568.323,1056.17,-47.7903,1200.32
1391,16,7,3,1468.33,-12.0009,-1487.56,2090.21
1392,17,7,3,457.25,-1150.43,-238.016,1260.64
1393,18,7,3,-1491.3,-821.992,1537.92,2294.52
1394,19,7,3,-762.259,-754.835,501.051,1184.0
1395,20,7,3,559.551,128.889,485.479,751.93
1396,21,7,3,-71.6525,-303.001,-158.149,349.22
1397,22,7,3,-775.736,-497.7,-15.9062,921.805
1398,23,7,3,-208.632,-1320.23,-63.694,1338.13
1399,24,7,3,430.581,-490.058,-88.5717,658.332
1400,0,8,3,-187.513,-181.448,754.261,798.119
1401,1,8,3,-62.7966,22.9858,458.869,463.716
1402,2,8,3,14.8833,-530.731,229.782,578.529
1403,3,8,3,-62.5461,-486.899,184.854,524.551
1404,4,8,3,-7.34809,37.1344,185.047,188.879
1405,5,8,3,31.1573,1382.94,141.151,1390.47
1406,6,8,3,114.989,1066.24,117.57,1078.85
1407,7,8,3,237.061,-457.374,-5.45882,515.188
1408,8,8,3,185.336,-639.591,61.9887,668.782
1409,9,8,3,730.579,-356.55,35.6426,813.722
1410,10,8,3,261.072,-1171.08,-111.871,1205.03
1411,11,8,3,-682.501,-592.496,3.26893,903.808
1412,12,8,3,-320.101,-647.961,206.113,751.532
1413,13,8,3,234.971,-829.019,484.694,988.641
1414,14,8,3,804.092,-284.643,713.479,1112.04
1415,15,8,3,101.022,119.305,39.9003,161.342
1416,16,8,3,-719.284,-133.531,-812.634,1093.42
1417,17,8,3,-107.702,-1360.47,-83.6134,1367.28
1418,18,8,3,-245.693,-1341.5,-4.18172,1363.82
1419,19,8,3,130.385,-355.039,136.047,401.947
1420,20,8,3,760.039,-550.167,300.294,985.149
1421,21,8,3,-175.15,-915.171,-240.246,962.255
1422,22,8,3,-776.393,-568.175,-131.808,971.073
1423,23,8,3,-297.33,408.084,-140.857,524.193
1424,24,8,3,198.628,126.2,738.655,775.236
1425,0,9,3,172.693,261.855,492.141,583.604
1426,1,9,3,-117.236,556.865,243.691,619.054
1427,2,9,3,-250.758,99.5089,31.858,271.655
1428,3,9,3,79.9048,56.3571,-59.3406,114.377
1429,4,9,3,1381.06,313.341,-72.1139,1417.99
1430,5,9,3,1014.13,2492.84,-129.872,2694.36
1431,6,9,3,-1310.6,2028.58,199.256,2423.33
1432,7,9,3,-917.317,49.5598,-4.00479,918.663
1433,8,9,3,453.899,-2.33211,248.415,517.436
1434,9,9,3,186.864,1316.96,90.0494,1333.2
1435,10,9,3,-305.257,337.058,-152.333,479.578
1436,11,9,3,-379.243,-512.748,-345.817,725.483
1437,12,9,3,-174.752,-285.191,-217.655,399.056
1438,13,9,3,130.544,132.309,58.4081,194.831
1439,14,9,3,528.55,-109.113,466.417,713.313
1440,15,9,3,719.436,-854.611,78.5679,1119.88
1441,16,9,3,-11.4382,391.538,57.1484,395.852
1442,17,9,3,-750.716,299.72,-282.412,856.25
1443,18,9,3,-485.868,-450.85,-419.756,784.556
1444,19,9,3,29.0706,523.409,-16.8832,524.487
1445,20,9,3,-0.582145,300.063,-65.4479,307.118
1446,21,9,3,-89.6607,-530.657,-77.1304,543.678
1447,22,9,3,547.519,98.2748,-193.307,588.9
1448,23,9,3,485.743,538.646,-216.282,756.877
1449,24,9,3,-133.188,396.992,420.014,593.088
1450,0,10,3,402.508,478.243,224.817,664.283
1451,1,10,3,-225.143,52.5614,-2.16038,231.207
1452,2,10,3,-485.625,158.506,-107.002,521.924
1453,3,10,3,151.286,514.118,-41.6818,537.533
1454,4,10,3,2429.13,520.604,-138.401,2488.15
1455,5,10,3,1746.4,-653.779,-50.0137,1865.43
1456,6,10,3,-2328.29,-626.553,378.75,2440.69
1457,7,10,3,-1793.85,246.911,-37.0749,1811.14
1458,8,10,3,1452.74,679.18,272.082,1626.58
1459,9,10,3,1069.97,401.968,132.483,1150.64
1460,10,10,3,-1568.64,162.256,-289.844,1603.42
1461,11,10,3,-1304.75,-196.289,-100.91,1323.29
1462,12,10,3,324.956,132.623,-33.0806,352.533
1463,13,10,3,411.048,659.13,-35.2276,777.595
1464,14,10,3,-182.828,243.01,1.94281,304.111
1465,15,10,3,601.674,-193.669,60.287,634.944
1466,16,10,3,435.047,-576.219,11.8313,722.104
1467,17,10,3,-950.09,291.155,-231.808,1020.38
1468,18,10,3,-22.0042,533.464,150.491,554.721
1469,19,10,3,881.297,1377.0,635.531,1754.06
1470,20,10,3,-294.027,1261.91,-218.249,1313.97
1471,21,10,3,-376.938,919.072,-402.879,1071.96
1472,22,10,3,292.91,1198.52,2.61743,1233.8
1473,23,10,3,1.38751,82.0993,-37.4938,90.2663
1474,24,10,3,-84.6791,-156.527,337.697,381.72
1475,0,11,3,-678.671,21.4419,522.386,856.704
1476,1,11,3,-436.974,-423.925,-33.6863,609.749
1477,2,11,3,210.799,844.396,-38.9499,871.182
1478,3,11,3,442.003,727.973,24.0142,851.991
1479,4,11,3,213.16,611.999,36.4473,649.083
1480,5,11,3,-133.024,-1594.05,-38.7755,1600.07
1481,6,11,3,-409.909,-1426.79,86.6731,1487.03
1482,7,11,3,388.417,1138.16,25.5832,1202.89
1483,8,11,3,608.956,1206.91,66.7174,1353.48
1484,9,11,3,-330.061,-873.632,-59.3201,935.784
1485,10,11,3,-903.514,-206.059,-178.817,943.807
1486,11,11,3,-408.875,99.436,-54.0418,424.249
1487,12,11,3,680.667,298.886,50.2376,745.093
1488,13,11,3,240.931,395.874,-57.7153,467.006
1489,14,11,3,-324.249,-64.5519,35.515,332.514
1490,15,11,3,-99.7928,451.267,-72.4118,467.807
1491,16,11,3,473.385,-532.561,464.293,850.46
1492,17,11,3,358.967,358.302,1399.69,1488.75
1493,18,11,3,599.978,649.825,680.448,1115.91
1494,19,11,3,757.518,423.766,6.3103,868.016
1495,20,11,3,-458.511,-40.1953,6.17693,460.311
1496,21,11,3,-153.05,291.604,4.32675,329.357
1497,22,11,3,-289.454,7.96742,5.51483,289.616
1498,23,11,3,-869.306,-228.318,190.937,918.846
1499,24,11,3,-610.44,-202.946,127.853,655.874
1500,0,12,3,-488.226,-180.892,23.4902,521.189
1501,1,12,3,597.812,184.378,41.7675,626.992
1502,2,12,3,666.274,2051.31,-223.407,2168.34
1503,3,12,3,-81.1109,1365.59,-92.7246,1371.14
1504,4,12,3,107.106,156.9,711.501,736.425
1505,5,12,3,-292.391,89.0526,944.989,993.19
1506,6,12,3,403.926,1056.48,-127.423,1138.22
1507,7,12,3,839.845,1699.98,-88.1514,1898.17
1508,8,12,3,-559.056,1190.19,-381.662,1369.22
1509,9,12,3,-342.998,372.682,-84.0566,513.425
1510,10,12,3,-595.569,1471.67,146.6,1594.37
1511,11,12,3,-799.806,523.985,-100.014,961.38
1512,12,12,3,621.394,816.335,33.4975,1026.48
1513,13,12,3,47.6109,-49.2352,3.52809,68.581
1514,14,12,3,-127.435,-180.057,-83.0391,235.703
1515,15,12,3,133.665,-166.508,2.97679,213.542
1516,16,12,3,342.082,69.3752,472.084,587.108
1517,17,12,3,232.296,-602.288,1784.28,1897.46
1518,18,12,3,43.4593,-150.137,214.983,265.796
1519,19,12,3,191.277,-1113.28,4.64467,1129.6
1520,20,12,3,-426.189,-498.373,4.07421,655.766
1521,21,12,3,-328.775,-230.229,2.80095,401.381
1522,22,12,3,-227.012,-599.64,2.6519,641.178
1523,23,12,3,-209.526,374.788,-34.1104,430.732
1524,24,12,3,-33.9344,132.584,-35.7118,141.44
1525,0,13,3,51.8697,149.809,2.0239,158.548
1526,1,13,3,1795.22,904.901,-16.1158,2010.46
1527,2,13,3,1392.02,-28.1243,9.79017,1392.33
1528,3,13,3,-1452.4,354.262,8.15805,1495.01
1529,4,13,3,-1063.38,-645.741,862.525,1513.84
1530,5,13,3,766.56,-18.92,926.731,1202.83
1531,6,13,3,1201.02,338.402,56.1985,1249.05
1532,7,13,3,522.125,-590.828,266.381,832.256
1533,8,13,3,-718.342,303.666,-36.7054,780.753
1534,9,13,3,-48.5824,1676.67,276.053,1699.94
1535,10,13,3,-752.21,-176.925,497.604,919.093
1536,11,13,3,-1064.21,368.16,-45.1183,1127.0
1537,12,13,3,107.446,1101.16,-106.249,1111.48
1538,13,13,3,-755.461,-78.3468,2.85658,759.518
1539,14,13,3,-441.522,-203.24,200.952,525.956
1540,15,13,3,149.639,-303.475,3.57413,338.381
1541,16,13,3,37.6059,-69.1549,79.0041,111.527
1542,17,13,3,139.455,-525.677,61.9495,547.378
1543,18,13,3,88.9876,475.619,-34.3116,485.087
1544,19,13,3,409.282,-627.593,-27.5181,749.761
1545,20,13,3,424.539,-250.243,-13.4428,492.986
1546,21,13,3,-254.317,354.277,-8.86949,436.197
1547,22,13,3,315.563,361.616,37.8657,481.435
1548,23,13,3,-137.082,732.687,4.69591,745.415
1549,24,13,3,-1094.85,372.479,-82.9372,1159.45
1550,0,14,3,1021.96,-210.089,401.691,1117.98
1551,1,14,3,419.878,138.34,4.65644,442.105
1552,2,14,3,115.636,-1774.2,185.936,1787.66
1553,3,14,3,-698.728,-1073.65,-25.3849,1281.24
1554,4,14,3,-266.076,-289.326,-195.394,438.959
1555,5,14,3,691.752,-406.976,79.192,806.487
1556,6,14,3,-167.982,-1197.15,141.788,1217.17
1557,7,14,3,805.11,-994.59,10.6735,1279.66
1558,8,14,3,1708.44,-496.061,40.0508,1779.46
1559,9,14,3,-823.589,-386.728,10.6698,909.929
1560,10,14,3,-1904.08,-1686.91,-34.3408,2544.08
1561,11,14,3,478.275,-464.432,2.43258,666.671
1562,12,14,3,174.887,-691.57,33.4234,714.124
1563,13,14,3,-1256.79,-517.204,-84.4569,1361.67
1564,14,14,3,-352.563,-2.75682,-0.83732,352.575
1565,15,14,3,267.75,53.6522,67.7375,281.349
1566,16,14,3,119.88,-54.2955,25.9794,134.142
1567,17,14,3,777.07,417.425,123.141,890.643
1568,18,14,3,-58.4567,199.875,5.30429,208.315
1569,19,14,3,-534.585,-58.4703,-118.289,550.629
1570,20,14,3,555.681,-307.817,5.61121,635.267
1571,21,14,3,283.083,-368.064,4.36828,464.356
1572,22,14,3,151.398,680.738,75.7175,701.469
1573,23,14,3,-198.662,-214.147,425.695,516.277
1574,24,14,3,-754.349,213.641,321.709,847.456
1575,0,15,3,748.728,-615.279,235.349,997.272
1576,1,15,3,231.118,-888.508,14.4444,918.188
1577,2,15,3,180.025,-992.799,253.126,1040.26
1578,3,15,3,32.4663,-759.728,-45.682,761.792
1579,4,15,3,-396.708,469.589,148.23,632.347
1580,5,15,3,-141.269,-1020.99,90.315,1034.67
1581,6,15,3,613.404,-1196.45,69.3168,1346.32
1582,7,15,3,1223.22,541.78,846.307,1583.04
1583,8,15,3,-110.48,-360.236,720.38,812.972
1584,9,15,3,-1239.43,-3096.07,237.268,3343.37
1585,10,15,3,-829.914,-1191.91,15.6418,1452.47
1586,11,15,3,-68.8746,-947.733,17.11,950.386
1587,12,15,3,54.6736,-2286.21,17.1382,2286.93
1588,13,15,3,-66.6477,-1188.16,0.478835,1190.03
1589,14,15,3,129.335,94.0628,12.8188,160.436
1590,15,15,3,98.1006,-224.365,330.997,411.731
1591,16,15,3,401.379,-245.236,444.102,646.894
1592,17,15,3,393.625,338.634,83.7813,525.959
1593,18,15,3,-386.908,-1012.13,3.11503,1083.56
1594,19,15,3,-98.4104,-318.268,-69.0388,340.214
1595,20,15,3,114.946,-139.776,2.6893,180.989
1596,21,15,3,734.238,-1199.74,189.058,1419.23
1597,22,15,3,469.479,762.534,7.21272,895.5
1598,23,15,3,-604.179,-563.577,-182.752,846.197
1599,24,15,3,-239.273,-48.5005,147.623,285.301
1600,0,0,4,47.4543,52.013,-9.41922,71.035
1601,1,0,4,37.1966,436.084,-32.2685,438.855
1602,2,0,4,-4.06527,557.631,10.3982,557.743
1603,3,0,4,9.7361,1697.85,-12.5609,1697.92
1604,4,0,4,37.8581,745.229,62.2358,748.781
1605,5,0,4,-40.3537,848.751,-13.1987,849.813
1606,6,0,4,-57.1299,729.731,-13.4948,732.088
1607,7,0,4,-8.17956,186.326,1.83615,186.514
1608,8,0,4,-1.74953,65.4399,-0.275599,65.4639
1609,9,0,4,6.49084,83.3059,-6.11101,83.7816
1610,10,0,4,54.7537,224.638,-45.0991,235.572
1611,11,0,4,85.4646,965.483,-84.1553,972.905
1612,12,0,4,5.5027,1319.09,-5.99943,1319.12
1613,13,0,4,-85.0714,928.444,80.0276,935.761
1614,14,0,4,-52.6476,255.715,39.8664,264.105
1615,15,0,4,2.0064,493.695,-0.115546,493.699
1616,16,0,4,18.7791,558.059,-2.58698,558.381
1617,17,0,4,-4.08581,659.947,33.3578,660.802
1618,18,0,4,-23.2165,130.125,6.90172,132.36
1619,19,0,4,0.386925,153.831,2.57883,153.853
1620,20,0,4,8.64011,166.79,0.027818,167.014
1621,21,0,4,0.545628,753.653,-8.87856,753.706
1622,22,0,4,52.2257,515.29,-4.68289,517.951
1623,23,0,4,85.6834,966.506,10.6537,970.355
1624,24,0,4,54.2847,1311.43,-3.09028,1312.56
1625,0,1,4,431.525,35.2704,-114.666,447.891
1626,1,1,4,290.006,244.893,-227.908,442.739
1627,2,1,4,626.816,826.049,-14.685,1037.05
1628,3,1,4,103.535,1699.76,-191.809,1713.68
1629,4,1,4,-386.689,676.624,257.874,820.882
1630,5,1,4,-48.1029,643.856,-144.707,661.668
1631,6,1,4,-388.343,731.899,90.7514,833.5
1632,7,1,4,-340.325,768.048,36.9333,840.882
1633,8,1,4,-53.2594,407.532,-89.5223,420.634
1634,9,1,4,86.09,733.041,-61.6122,740.646
1635,10,1,4,495.842,546.64,-456.834,867.97
1636,11,1,4,632.692,506.815,-634.449,1029.41
1637,12,1,4,-13.017,608.118,29.685,608.981
1638,13,1,4,-616.76,296.882,640.51,937.435
1639,14,1,4,-270.022,295.416,272.568,484.227
1640,15,1,4,153.178,404.042,-18.5056,432.5
1641,16,1,4,101.905,570.949,-233.672,625.276
1642,17,1,4,-218.053,582.543,284.947,684.177
1643,18,1,4,-276.275,179.54,188.714,379.704
1644,19,1,4,18.7193,106.156,58.1385,122.473
1645,20,1,4,308.551,285.678,-61.6331,424.987
1646,21,1,4,174.796,704.552,-268.511,773.981
1647,22,1,4,158.652,750.942,-274.122,815.001
1648,23,1,4,483.754,468.661,5.19886,673.564
1649,24,1,4,399.21,1016.24,-25.2235,1092.13
1650,0,2,4,466.7,182.397,215.657,545.513
1651,1,2,4,827.976,1082.17,290.656,1393.24
1652,2,2,4,1450.8,762.776,0.694406,1639.1
1653,3,2,4,-139.69,96.6195,1.17566,169.853
1654,4,2,4,-1018.04,393.484,58.9662,1093.03
1655,5,2,4,14.9216,453.429,-48.099,456.217
1656,6,2,4,67.0623,576.673,2.7136,580.566
1657,7,2,4,-332.547,644.837,-519.957,892.613
1658,8,2,4,-36.7567,946.434,-632.391,1138.86
1659,9,2,4,145.599,953.121,-498.335,1085.35
1660,10,2,4,-171.472,774.87,-326.019,857.971
1661,11,2,4,146.943,61.6563,-524.26,547.944
1662,12,2,4,-204.43,-535.091,-53.6362,575.318
1663,13,2,4,-397.774,-168.001,107.846,445.061
1664,14,2,4,54.5122,138.838,-125.485,194.92
1665,15,2,4,277.539,58.5329,57.8548,289.485
1666,16,2,4,197.28,343.131,-309.713,502.574
1667,17,2,4,-395.495,-133.513,337.406,536.735
1668,18,2,4,-499.604,-21.4014,457.279,677.618
1669,19,2,4,106.525,-64.0236,28.2823,127.462
1670,20,2,4,607.037,119.878,-483.383,785.19
1671,21,2,4,465.81,962.712,-140.294,1078.65
1672,22,2,4,-183.666,1052.76,264.393,1100.88
1673,23,2,4,350.979,203.539,-438.442,597.366
1674,24,2,4,1149.44,516.455,-330.797,1302.83
1675,0,3,4,2231.08,966.618,574.051,2498.32
1676,1,3,4,870.385,1251.26,-129.257,1529.68
1677,2,3,4,-358.738,225.561,-146.522,448.375
1678,3,3,4,-265.757,-1413.86,177.054,1449.48
1679,4,3,4,-29.8792,-458.957,-14.8108,460.167
1680,5,3,4,135.087,-494.083,-75.1302,517.698
1681,6,3,4,-196.935,-576.552,251.355,659.071
1682,7,3,4,29.4361,-442.703,114.188,458.139
1683,8,3,4,255.025,85.1438,-37.5132,271.467
1684,9,3,4,-85.4747,-319.874,-237.198,407.294
1685,10,3,4,-395.623,-250.781,-764.001,896.162
1686,11,3,4,-677.269,-336.912,-917.878,1189.41
1687,12,3,4,-242.674,-564.479,-663.908,904.6
1688,13,3,4,57.1688,-37.6472,-519.121,523.614
1689,14,3,4,-43.4881,-85.6215,-662.073,669.002
1690,15,3,4,357.471,-40.686,130.793,382.816
1691,16,3,4,-90.1402,112.025,-5.40078,143.889
1692,17,3,4,-582.585,-181.477,-264.203,664.938
1693,18,3,4,-206.786,20.0235,44.9524,212.56
1694,19,3,4,159.999,119.339,-113.406,229.57
1695,20,3,4,1335.29,-190.883,-266.467,1374.93
1696,21,3,4,1107.67,-215.871,-651.221,1302.93
1697,22,3,4,-600.521,-408.167,93.6344,732.116
1698,23,3,4,-52.5471,42.3362,-473.389,478.174
1699,24,3,4,1025.04,-328.596,-809.255,1346.69
1700,0,4,4,1035.98,647.573,-421.025,1292.23
1701,1,4,4,86.9184,-604.04,118.946,621.745
1702,2,4,4,-1214.32,-823.156,164.126,1476.18
1703,3,4,4,-824.207,-857.695,563.432,1316.21
1704,4,4,4,-98.2649,-377.864,-8.17952,390.518
1705,5,4,4,-102.674,-648.653,41.3394,658.028
1706,6,4,4,118.442,-939.293,478.747,1060.9
1707,7,4,4,329.149,-564.688,530.069,841.538
1708,8,4,4,86.0722,-556.614,257.283,619.211
1709,9,4,4,-190.327,-498.099,-173.621,560.777
1710,10,4,4,-188.51,141.848,-17.6093,236.574
1711,11,4,4,-166.754,106.23,-146.792,246.251
1712,12,4,4,94.8354,224.126,28.2469,244.998
1713,13,4,4,81.0839,-121.97,59.2899,158.008
1714,14,4,4,51.4733,-159.826,-49.1513,174.956
1715,15,4,4,475.185,-118.269,2015.86,2074.48
1716,16,4,4,56.4891,-427.642,805.385,913.627
1717,17,4,4,-487.496,187.235,-505.307,726.667
1718,18,4,4,-198.787,367.31,-431.423,600.465
1719,19,4,4,-104.382,339.146,-693.111,778.665
1720,20,4,4,271.826,133.292,-666.138,731.708
1721,21,4,4,248.526,-369.788,-443.814,628.871
1722,22,4,4,74.5416,-606.533,-83.1745,616.731
1723,23,4,4,430.55,450.923,44.1367,625.022
1724,24,4,4,407.573,644.697,-163.605,780.075
1725,0,5,4,-272.147,-514.331,-102.08,590.78
1726,1,5,4,-600.344,-1105.3,493.126,1351.02
1727,2,5,4,-612.394,-619.945,629.376,1074.93
1728,3,5,4,179.535,-177.242,169.928,304.177
1729,4,5,4,179.163,-147.446,-6.61205,232.128
1730,5,5,4,-426.343,-156.146,106.513,466.363
1731,6,5,4,-112.971,-137.06,20.2564,178.768
1732,7,5,4,412.115,-41.0196,202.487,461.002
1733,8,5,4,321.614,-67.166,0.69539,328.553
1734,9,5,4,612.988,111.706,-8.37851,623.139
1735,10,5,4,208.706,771.67,521.428,954.421
1736,11,5,4,-594.992,643.13,86.1011,880.366
1737,12,5,4,-470.874,45.301,-31.1938,474.075
1738,13,5,4,-326.783,194.209,-118.52,398.185
1739,14,5,4,-39.7878,100.465,-4.18746,108.138
1740,15,5,4,89.6549,-354.567,1476.56,1521.18
1741,16,5,4,215.364,-570.916,942.407,1122.7
1742,17,5,4,212.367,580.099,-37.5696,618.891
1743,18,5,4,-54.8744,1402.18,-2.20066,1403.25
1744,19,5,4,-74.0194,611.19,-464.579,771.275
1745,20,5,4,626.353,433.012,-290.569,815.014
1746,21,5,4,367.849,690.139,183.816,803.364
1747,22,5,4,220.19,657.078,128.799,704.858
1748,23,5,4,1198.68,851.034,0.821127,1470.07
1749,24,5,4,1412.59,-79.5246,-193.601,1428.01
1750,0,6,4,-145.946,-511.945,-14.0761,532.528
1751,1,6,4,-18.6954,-112.471,161.892,198.011
1752,2,6,4,-286.269,301.138,-318.779,523.693
1753,3,6,4,-351.708,40.8499,-420.341,549.594
1754,4,6,4,-77.1686,-257.763,-14.0695,269.434
1755,5,6,4,-92.2879,-119.261,35.404,154.899
1756,6,6,4,233.569,172.74,20.7039,291.243
1757,7,6,4,399.043,338.243,-29.5419,523.943
1758,8,6,4,238.798,447.982,-95.9055,516.634
1759,9,6,4,648.51,409.838,239.749,803.749
1760,10,6,4,342.913,544.766,606.854,884.665
1761,11,6,4,-893.124,112.943,1229.03,1523.47
1762,12,6,4,-354.085,186.199,665.122,776.166
1763,13,6,4,136.248,652.717,-499.234,832.969
1764,14,6,4,-497.303,579.94,128.234,774.651
1765,15,6,4,-196.195,259.397,58.3794,330.436
1766,16,6,4,991.155,136.626,-549.095,1141.3
1767,17,6,4,1485.6,1135.12,-900.777,2075.31
1768,18,6,4,-167.696,1548.8,-64.596,1559.19
1769,19,6,4,-1073.55,540.7,906.712,1505.65
1770,20,6,4,350.775,633.81,731.119,1029.22
1771,21,6,4,472.592,-123.848,0.813532,488.551
1772,22,6,4,235.437,-95.8644,76.574,265.488
1773,23,6,4,-306.052,-981.327,-57.722,1029.56
1774,24,6,4,-1453.54,-1562.52,-105.701,2136.69
1775,0,7,4,526.8,340.152,214.854,662.861
1776,1,7,4,212.739,142.415,363.544,444.639
1777,2,7,4,-459.072,-149.983,-223.471,532.148
1778,3,7,4,-379.366,124.831,-145.491,425.052
1779,4,7,4,19.0522,105.289,267.007,287.648
1780,5,7,4,4.16063,138.704,379.845,404.399
1781,6,7,4,344.534,127.65,374.652,524.749
1782,7,7,4,687.357,-135.615,-41.0866,701.812
1783,8,7,4,393.209,-89.3391,0.594712,403.231
1784,9,7,4,709.772,-92.1548,266.483,763.729
1785,10,7,4,-88.1895,-183.375,-8.39144,203.652
1786,11,7,4,-953.559,-349.622,0.559222,1015.63
1787,12,7,4,68.9005,331.048,-59.0439,343.258
1788,13,7,4,66.9582,77.534,-159.216,189.326
1789,14,7,4,-433.107,595.88,425.485,850.701
1790,15,7,4,-353.659,1074.96,-124.208,1138.44
1791,16,7,4,1091.09,126.871,-584.023,1244.05
1792,17,7,4,1624.54,-686.095,-1493.87,2311.17
1793,18,7,4,-649.296,-1061.03,302.446,1280.17
1794,19,7,4,-989.01,-564.898,1363.43,1776.56
1795,20,7,4,-38.1953,267.726,338.961,433.625
1796,21,7,4,-361.825,-446.982,-334.496,665.28
1797,22,7,4,-637.29,-583.79,-144.335,876.232
1798,23,7,4,-267.972,-1352.0,-16.1566,1378.4
1799,24,7,4,250.207,218.401,-165.55,371.092
1800,0,8,4,-541.422,441.075,596.638,918.51
1801,1,8,4,-508.83,-71.1446,697.509,866.308
1802,2,8,4,-303.852,-271.448,664.288,779.288
1803,3,8,4,-96.4368,-42.0344,702.709,710.54
1804,4,8,4,-63.2958,-66.6003,610.177,617.056
1805,5,8,4,-69.9264,1219.73,427.397,1294.33
1806,6,8,4,-40.7498,1120.5,434.229,1202.39
1807,7,8,4,182.054,-418.705,274.965,532.976
1808,8,8,4,282.258,-562.577,84.1716,635.018
1809,9,8,4,554.474,-375.788,167.43,690.428
1810,10,8,4,85.4464,-1255.91,-274.231,1288.33
1811,11,8,4,-378.701,-781.444,-18.206,868.562
1812,12,8,4,73.0708,-531.134,248.44,590.902
1813,13,8,4,401.08,-736.721,55.1421,840.633
1814,14,8,4,500.122,-165.499,537.105,752.326
1815,15,8,4,-665.204,159.152,-275.941,737.543
1816,16,8,4,-769.899,763.18,-341.561,1136.6
1817,17,8,4,297.701,-975.628,-18.6106,1020.21
1818,18,8,4,-46.4995,-1833.95,-6.18672,1834.55
1819,19,8,4,255.205,-745.461,320.71,850.703
1820,20,8,4,468.691,-888.104,179.775,1020.16
1821,21,8,4,-378.925,-809.697,-392.423,976.314
1822,22,8,4,-669.584,-562.317,-191.899,895.192
1823,23,8,4,496.138,204.131,144.514,555.614
1824,24,8,4,1687.26,356.275,1641.83,2381.05
1825,0,9,4,-497.64,-321.582,745.499,952.276
1826,1,9,4,-499.784,32.6716,699.032,859.941
1827,2,9,4,-429.962,-204.882,886.47,1006.32
1828,3,9,4,-174.518,-173.468,820.3,856.411
1829,4,9,4,1280.82,94.5958,464.651,1365.77
1830,5,9,4,1191.26,2335.34,-234.011,2632.05
1831,6,9,4,-1293.9,2057.97,6.52234,2430.94
1832,7,9,4,-995.719,44.0695,6.18266,996.713
1833,8,9,4,436.126,87.7199,-128.259,462.981
1834,9,9,4,16.4428,1267.58,18.1177,1267.82
1835,10,9,4,-493.845,432.425,-108.274,665.28
1836,11,9,4,-228.787,-447.021,-80.6956,508.609
1837,12,9,4,113.623,-473.982,414.475,639.812
1838,13,9,4,432.593,-186.633,540.0,716.637
1839,14,9,4,462.766,-463.498,446.905,792.91
1840,15,9,4,575.02,-819.646,-189.736,1019.05
1841,16,9,4,-43.6925,804.135,278.465,852.106
1842,17,9,4,-972.59,232.033,-105.98,1005.49
1843,18,9,4,-419.128,-265.951,-16.4351,496.657
1844,19,9,4,-43.1625,679.853,32.5776,682.001
1845,20,9,4,-102.431,-71.8323,-109.885,166.514
1846,21,9,4,-36.0377,-350.366,-52.489,356.104
1847,22,9,4,376.539,183.865,-51.7917,422.22
1848,23,9,4,650.619,575.139,-374.957,945.877
1849,24,9,4,554.493,-229.607,1137.32,1285.95
1850,0,10,4,167.085,77.8951,191.214,265.608
1851,1,10,4,-392.131,-283.48,-60.4153,487.624
1852,2,10,4,-509.992,-105.211,12.9561,520.892
1853,3,10,4,203.041,412.789,63.8694,464.435
1854,4,10,4,2445.51,543.35,-105.403,2507.36
1855,5,10,4,1893.45,-696.547,-143.407,2022.6
1856,6,10,4,-2332.02,-782.407,236.539,2471.12
1857,7,10,4,-1788.2,241.384,-30.3526,1804.67
